2015-08-23T17:45:07Z,New York Times v Amazon: a clash of cultures
2016-11-24T18:41:10Z,Britons expected to spend £1.3bn on Black Friday bargains
2015-08-22T07:00:06Z,Stock market shrugs off exposé of Amazon work culture
2015-11-02T00:01:09Z,Amazon loses UK market share in non-digital entertainment to high street
2015-08-15T17:51:28Z,These sites accept Cookies: how streaming almost killed (and then saved) Sesame Street
2014-07-24T22:36:17Z,Amazon posts huge loss in second quarter, despite sales rise
2014-07-23T11:10:40Z,Amazon Fire Phone review roundup: misfiring on almost all cylinders
2014-08-15T14:12:36Z,Amazon makes play for online grocery market - but will it deliver?
2014-05-07T23:01:01Z,Independent booksellers bolstered in fight against Amazon
2014-08-12T17:10:53Z,Amazon vs Hachette: readers and authors take sides in publishing dispute
2015-12-16T16:42:59Z,UK retailers recall hoverboards following government advice
2014-06-19T10:20:07Z,Amazon 'Fire' phone's success may not be easily won
2014-07-11T16:03:14Z,Amazon seeks US permission to test Prime Air delivery drones
2014-07-17T09:50:00Z,Amazon leak reveals plan to launch Kindle book subscription service
2015-06-03T08:21:47Z,Amazon aims for British parents with Fire HD Kids Edition tablet
2015-06-23T13:31:36Z,Third-party sellers and Amazon - a double-edged sword in e-commerce
2015-06-22T11:19:52Z,Pay-per-page: Amazon to align payment with how much customers read
2017-09-17T08:15:36Z,Margrethe Vestager: ‘We are doing this because people are angry’
2015-04-28T13:22:18Z,Amazon and HBO execs to attend Guardian International TV  Festival
2015-04-01T12:22:13Z,Amazon moves towards 'internet of things' shopping with Dash
2016-04-08T09:29:53Z,Can news publishers take on the tech giants at their own game?
2015-08-17T19:17:38Z,Trouble at the mill threatens Jeff Bezos and Amazon's reputation
2016-02-05T02:43:16Z,Book Depository is coming to Australia – but there's nothing like a local bookshop
2015-06-26T10:35:41Z,Watch out Siri: Amazon turns page on future of voice assistants with Alexa
2014-02-21T00:05:00Z,Amazon takes on Netflix with rebrand of LoveFilm video-on-demand service
2014-09-28T15:30:23Z,Jeff Bezos' writer treatment: lavish money on some and cut pensions for others
2015-04-13T11:38:28Z,Ash Atalla on Twitter: 'I now get personal feedback from every bastard in the whole world!'
2015-02-03T12:51:11Z,Why are people buying fewer tablets?
2015-05-31T17:04:07Z,Rusbridger’s farewell illustrates the huge changes to the media in 20 years
2013-11-07T16:05:44Z,Amazon bids to put Kindles in indie bookshops
2013-11-06T14:03:25Z,Amazon employee rebukes wife over Bezo biography
2013-12-02T10:57:41Z,Amazon to deliver by drone? Don't believe the hype | James Ball
2013-12-02T03:40:07Z,Amazon trialling the use of drones for parcel delivery
2013-11-30T18:26:56Z,Ethical cosmetics company Lush takes 'bullying' Amazon to court
2014-10-20T07:00:14Z,Why the subscription dream of a ‘Netflix for books’ still has its limits
2014-12-15T21:13:03Z,Tech and media companies join Microsoft in privacy case against US government
2014-07-16T11:47:02Z,No wallet, no art dealer, no problem! Welcome to the age of the spend-swift | Emma Brockes
2015-03-16T07:30:06Z,Sky's marketing chief: 'Customers should feel served, not stalked'
2015-04-07T08:46:50Z,Democracy will die if professional journalists go to the wall
2014-01-09T12:33:38Z,Big Brother is watching you e-read Mein Kampf
2014-05-10T18:00:00Z,Attempts to stay anonymous on the web will only put the NSA on your trail
2013-10-17T15:27:51Z,Amazon’s Kindle Fire HDX Android tablets hit the UK from £199
2013-05-15T18:19:57Z,Kipper Williams on Amazon's tax bill
2013-07-19T16:46:00Z,Amazon's attitude to small presses gives a glimpse of the future
2013-12-26T18:23:35Z,Marketing company paid just 80p an hour for 70-hour week, workers claim
2013-11-28T13:58:27Z,Penguin teams up with Readmill on booksharing app
2013-12-04T11:49:00Z,Why do young readers prefer print to ebooks?
2014-01-20T17:47:43Z,Taxing times: the disconnect between brand image and tax policies
2013-05-30T16:48:41Z,Levy free: How billions of pounds have been siphoned off to tax havens
2013-08-12T07:50:00Z,Ben Bradlee wins America's highest civil honour
2013-08-23T19:21:09Z,Tech giants may be huge, but nothing matches big data
2013-06-03T21:52:59Z,Apple in US court over accusations of fixing prices of ebooks
2013-04-07T10:00:01Z,E-lending could signal a new chapter for libraries
2013-05-17T08:13:00Z,Jemima Kiss discovers TuneIn app, a gateway to the world’s radio stations
2013-07-31T15:47:43Z,Amazon to launch Kindle Singles ebook of Barack Obama interview
2015-06-15T13:46:17Z,EU states agree framework for pan-European data privacy rules
2013-05-30T18:08:52Z,Amazon opens office for 1,600 staff in London
2015-02-02T22:54:54Z,FCC's net neutrality proposal to treat high-speed internet like public utility
2015-01-07T18:06:06Z,Long live the ebook – it’s a champion of the printed word | Philip Jones
2013-06-27T20:12:25Z,Treasury minister hints at Amazon and Google tax action
